Reference	Localized Group	Message	Selections	
figs-possession_8_2__1	Possession	unable to migrate selection, no match found for check in new resources	વિપત્તિઓથી તેઓની ભારે કસો-1	
figs-possession_8_2__1	Possession	unable to migrate selection, no match found for check in new resources	તેઓની ઉદારતારૂપી સમૃદ્ધિ-1	
figs-possession_9_10__1	Possession	unable to migrate selection, no match found for check in new resources	તમારા ન્યાયીપણાના ફળોની-1	
figs-possession_9_12__1	Possession	unable to migrate selection, no match found for check in new resources	આ સેવાનું કામ-1	
figs-possession_9_13__1	Possession	unable to migrate selection, no match found for check in new resources	આ સેવાકાર્યના પુરાવા-1	
figs-possession_9_13__1	Possession	unable to migrate selection, no match found for check in new resources	તમારી કબૂલાતની આજ્ઞાપાલન-1	
figs-possession_9_13__1	Possession	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તની સુવાર્તા-1	
figs-possession_9_13__1	Possession	unable to migrate selection, no match found for check in new resources	ઐક્યતાની ઉદારતા-1	
figs-possession_9_14__1	Possession	unable to migrate selection, no match found for check in new resources	તમારા પર ઈશ્વરની ઘણી કૃપાને લીધે-1	
figs-quotations_10_10__1	Direct and Indirect Quotations	unable to migrate selection, no match found for check in new resources	તેઓ} કહે છે, " ખરેખર, તેના પત્રો વજનદાર તથા સબળ {છે}, પણ તે પોતે શારીરિક રીતે નબળો, ને તેનું બોલવું દમ વગરનું {છે}."-1	
figs-quotations_12_9__1	Direct and Indirect Quotations	unable to migrate selection, no match found for check in new resources	મને-1 તારે વાસ્તે મારી કૃપા બસ છે, કેમ કે મારું સામર્થ્ય નિર્બળતામાં સંપૂર્ણ થાય છે.-1	
figs-quotations_4_6__1	Direct and Indirect Quotations	unable to migrate selection, no match found for check in new resources	જેણે કહ્યું,, "અંધારામાંથી અજવાળું થાઓ-1	
figs-quotations_5_20__1	Direct and Indirect Quotations	unable to migrate selection, no match found for check in new resources	ખ્રિસ્ત-2 ઈશ્વરની સાથે સમાધાન કરો-1	
figs-quotations_9_2__1	Direct and Indirect Quotations	unable to migrate selection, no match found for check in new resources	અખાયા એક વર્ષથી તૈયાર છે, અને-1	
figs-rpronouns_11_14__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	શેતાન {પોતે}-1	
figs-rpronouns_11_21__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	અમે નિર્બળ હોઈએ-1	
figs-rpronouns_11_7__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	તમે પોતે ઉચ્ચ થાઓ-1	
figs-rpronouns_12_11__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	તમે મને ફરજ પાડી.-1	
figs-rpronouns_12_13__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	મેં પોતે-1	
figs-rpronouns_12_16__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	મેં પોતે-1 બોજ નથી નાખ્યો-1	
figs-rpronouns_13_5__-1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	તમે-1 તમારી-1 તમે-2	
figs-rpronouns_13_6__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	અમને-1	
figs-rpronouns_13_7__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	અમે-2 અમે-3 તમે-2	
figs-rpronouns_13_9__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	અમે-1 તમે-1	
figs-rpronouns_1_12__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	અમે-2 વર્ત્યા-1	
figs-rpronouns_1_4__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	અમને પોતાને-1 જે દિલાસો મળે છે-1	
figs-rpronouns_2_2__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	હું પોતે-1 ખેદિત કરું-1	
figs-rpronouns_3_2__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	તે તમે જ છો-1	
figs-rpronouns_6_16__1	Reflexive Pronouns	unable to migrate selection, no match found for check in new resources	તેઓ પોતે-1	
figs-rquestion_13_5__1	Rhetorical Question	unable to migrate selection, no match found for check in new resources	જો તમને નાપસંદ કરવામાં આવ્યા નહિ હોય, તો ઈસુ ખ્રિસ્ત તમારામાં {છે}- એટલું શું તમે પોતે નથી જાણતા?-1	
figs-simile_6_13__1	Simile	unable to migrate selection, no match found for check in new resources	બાળકો સમજીને હું-1 કહું છું-1	
figs-synecdoche_1_11__1	Synecdoche	unable to migrate selection, no match found for check in new resources	ઘણાંને આશરે-1	
figs-synecdoche_1_12__1	Synecdoche	unable to migrate selection, no match found for check in new resources	જગતમાં-1	
figs-yousingular_12_9__1	Forms of ‘You’ — Singular	unable to migrate selection, no match found for check in new resources	તારે વાસ્તે-1	
figs-yousingular_6_2__1	Forms of ‘You’ — Singular	unable to migrate selection, no match found for check in new resources	તારું-1 તને-1	
grammar-collectivenouns_11_22__1	Collective Nouns	unable to migrate selection, no match found for check in new resources	ઈબ્રાહીમનાં સંતાન-1	
grammar-collectivenouns_3_15__1	Collective Nouns	unable to migrate selection, no match found for check in new resources	તેઓના હદય-1	
grammar-collectivenouns_4_10__1	Collective Nouns	unable to migrate selection, no match found for check in new resources	શરીર-1 શરીર-2	
grammar-collectivenouns_4_16__1	Collective Nouns	unable to migrate selection, no match found for check in new resources	બાહ્ય મનુષ્યત્વ ક્ષય પામે છે-1 આંતરિક {મનુષ્યત્વ}-1 નવું થતું જાય છે.-1	
grammar-collectivenouns_5_1__1	Collective Nouns	unable to migrate selection, no match found for check in new resources	અમારું પૃથ્વી પરનું માંડવારૂપી ઘર નષ્ટ થાય તો-1 હાથે બાંધેલું-1 અનંતકાલિક ઘર-1	
grammar-collectivenouns_6_11__1	Collective Nouns	unable to migrate selection, no match found for check in new resources	અમારું મો-1 અમારું હૃદય-1	
grammar-collectivenouns_9_10__1	Collective Nouns	unable to migrate selection, no match found for check in new resources	બી-1 તમારું-1 બીજ-1	
grammar-connect-condition-contrary_12_6__1	Connect — Contrary to Fact Conditions	unable to migrate selection, no match found for check in new resources	જો હું અભિમાન કરવાની ઈચ્છા રાખું, તો હું મુર્ખ ઠરું નહિ, કેમ કે હું સાચું બોલું છું-1	
grammar-connect-condition-contrary_7_8__1	Connect — Contrary to Fact Conditions	unable to migrate selection, no match found for check in new resources	હવે મને પસ્તાવો થાય {છે}-1	
grammar-connect-condition-fact_10_8__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો-1	
grammar-connect-condition-fact_11_15__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો-1	
grammar-connect-condition-fact_11_20__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	કેમ કે જો કોઈ {તમને} ગુલામ બનાવે, જો કોઈ {તમારું} સર્વસ્વ ખાઈ જાય, જો કોઈ {તમને} સપડાવે, જો કોઈ {પોતાને} મોટો મનાવે, જો કોઈ તમને ગાલ પર મારે-1	
grammar-connect-condition-fact_11_30__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો-1	
grammar-connect-condition-fact_11_4__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જે કોઈ આવીને જેને-1	
grammar-connect-condition-fact_11_6__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો કે બોલવામાં પ્રવીણ ન હોઉં-1	
grammar-connect-condition-fact_12_11__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો કે-1	
grammar-connect-condition-fact_12_15__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો-1 પ્રેમ રાખું-1	
grammar-connect-condition-fact_13_2__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો હું ફરી આવીશ-1	
grammar-connect-condition-fact_13_6__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	હું આશા રાખું છું-1	
grammar-connect-condition-fact_1_6__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	પણ જો અમને વિપત્તિ પડે છે,-1	
grammar-connect-condition-fact_1_6__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો અમને દિલાસો મળે છે-1	
grammar-connect-condition-fact_2_5__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો કોઈએ ખેદ પમાડ્યો હોય, તો તેણે માત્ર મને જ ખેદ પમાડ્યો {નથી}-1	
grammar-connect-condition-fact_3_11__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	{જે}-1	
grammar-connect-condition-fact_3_7__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો-1	
grammar-connect-condition-fact_3_9__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો-1	
grammar-connect-condition-fact_4_16__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો કે-1	
grammar-connect-condition-fact_4_3__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	પણ જો-1	
grammar-connect-condition-fact_5_13__-1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો-1 જો-2	
grammar-connect-condition-fact_5_16__-1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો કે-1	
grammar-connect-condition-fact_5_1__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો-1	
grammar-connect-condition-fact_5_3__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો એ પ્રમાણે વેષ્ટિત થઈને-1	
grammar-connect-condition-fact_7_14__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો મેં તમારે વિષે તેની આગળ કોઈ વાતમાં અભિમાન કર્યું હોય, તો તેથી હું શરમાતો નથી,-1	
grammar-connect-condition-fact_7_8__1	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો કે-1	
grammar-connect-condition-fact_7_8__3	Connect — Factual Conditions	unable to migrate selection, no match found for check in new resources	જો કે-1	
grammar-connect-condition-hypothetical_10_7__1	Connect — Hypothetical Conditions	unable to migrate selection, no match found for check in new resources	હું ખ્રિસ્તનો છું એવો જો કોઈને પોતાને વિષે ભરોસો હોય, તો તેણે ફરીથી એવો-1 મનમાં વિચાર કરવો-1	
grammar-connect-condition-hypothetical_11_16__1	Connect — Hypothetical Conditions	unable to migrate selection, no match found for check in new resources	પણ જો-1	
grammar-connect-condition-hypothetical_2_2__1	Connect — Hypothetical Conditions	unable to migrate selection, no match found for check in new resources	જો હું પોતે તમને ખેદિત કરું,-1	
grammar-connect-condition-hypothetical_5_17__1	Connect — Hypothetical Conditions	unable to migrate selection, no match found for check in new resources	જો-1	
grammar-connect-condition-hypothetical_8_12__1	Connect — Hypothetical Conditions	unable to migrate selection, no match found for check in new resources	જો-1	
grammar-connect-condition-hypothetical_9_4__1	Connect — Hypothetical Conditions	unable to migrate selection, no match found for check in new resources	મકદોનિયાના કોઈ માણસો મારી સાથે આવે અને તમને નહિ તૈયાર થયેલા જુએ-1	
grammar-connect-exceptions_12_13__1	Connect — Exception Clauses	unable to migrate selection, no match found for check in new resources	મેં પોતે તમારા પર બોજ ન નાખ્યો એ સિવાય બાકીની મંડળીઓ કરતાં તમારી સાથે ખરાબ વર્તન કઈ રીતે થયું?-1	
grammar-connect-exceptions_12_5__1	Connect — Exception Clauses	unable to migrate selection, no match found for check in new resources	હું અભિમાન કરીશ નહિ, કેવળ મારી દુર્બળતા વિષે કરીશ.-1	
grammar-connect-exceptions_2_2__1	Connect — Exception Clauses	unable to migrate selection, no match found for check in new resources	જે મારાથી ખેદિત થયો હોય તેના સિવાય બીજો કોણ મને આનંદ આપે {છે} ?-1	
grammar-connect-logic-contrast_11_12__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-logic-contrast_11_7__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	અથવા-1	
grammar-connect-logic-contrast_2_12__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તની સુવાર્તા પ્રગટ કરવા-1 એક દ્વાર ઉઘાડવામાં આવ્યું.-1	
grammar-connect-logic-contrast_2_16__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	કેટલાકને, ખરેખર-1 પણ {બીજાને}-1	
grammar-connect-logic-contrast_2_17__-1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-logic-contrast_2_5__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-logic-contrast_2_7__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	ઉલટું-1 તમારે તો-1 માફી-1 દેવો જોઈએ-1	
grammar-connect-logic-contrast_3_14__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-logic-contrast_3_15__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-logic-contrast_3_1__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	અથવા-1	
grammar-connect-logic-contrast_3_5__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	નથી-1	
grammar-connect-logic-contrast_4_2__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-logic-contrast_4_7__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-logic-contrast_5_11__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-logic-contrast_7_6__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-logic-contrast_9_3__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-logic-contrast_9_4__1	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	રખેને-1	
grammar-connect-logic-goal_10_9__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	એ હેતુથી-1	
grammar-connect-logic-goal_1_11__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	તેને લીધે-1	
grammar-connect-logic-goal_1_15__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	વળી-1	
grammar-connect-logic-goal_1_23__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	, કે તમારા પર દયા કરીને-1	
grammar-connect-logic-goal_1_4__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	જેથી-1	
grammar-connect-logic-goal_1_9__1	Connect — Goal (Purpose) Relationship	unable to migrate selection, no match found for check in new resources	જેથી-1	
grammar-connect-logic-result_10_14__2	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-2	
grammar-connect-logic-result_11_19__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	છો-1	
grammar-connect-logic-result_11_2__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_11_33__2	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	અને-1	
grammar-connect-logic-result_11_4__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_12_10__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_12_14__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_13_8__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_13_9__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_1_7__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	અને તમારે વાસ્તે અમારી આશા દૃઢ {છે}, કારણ કે જેમ તમે દુઃખોમાં ભાગિયા, તેમ, દિલાસામાં પણ ભાગિયા છો એ અમને માલૂમ છે.-1	
grammar-connect-logic-result_1_8__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	એટલે સુધી કે-1	
grammar-connect-logic-result_2_11__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_2_17__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_2_2__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_2_3__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	ભરોસો રાખું છું-1	
grammar-connect-logic-result_2_8__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	એ માટે-1	
grammar-connect-logic-result_3_12__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	તેથી-1	
grammar-connect-logic-result_3_12__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	હોવાથી-1	
grammar-connect-logic-result_3_14__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	પણ-2	
grammar-connect-logic-result_4_12__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	તેથી-1	
grammar-connect-logic-result_4_13__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	હોવાથી-1	
grammar-connect-logic-result_4_14__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	જાણીએ છીએ-1	
grammar-connect-logic-result_4_16__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	એ કારણથી-1	
grammar-connect-logic-result_4_17__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_4_18__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	આપણે નજર ન રાખતા-1	
grammar-connect-logic-result_4_18__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-2	
grammar-connect-logic-result_4_1__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	તેથી-1	
grammar-connect-logic-result_4_1__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	હોવાથી-1	
grammar-connect-logic-result_4_4__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	અવિશ્વાસિઓના-1 એ સારુ કે-1	
grammar-connect-logic-result_4_6__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_5_10__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_5_11__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	માટે-1	
grammar-connect-logic-result_5_11__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	જાણીને-1	
grammar-connect-logic-result_5_14__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_5_16__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	માટે,-1	
grammar-connect-logic-result_5_17__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	માટે-1	
grammar-connect-logic-result_5_20__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	એ માટે-1	
grammar-connect-logic-result_5_6__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	માટે-1	
grammar-connect-logic-result_5_9__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	એ માટે-1	
grammar-connect-logic-result_6_14__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_6_17__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	એટલે "હું-1	
grammar-connect-logic-result_6_2__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_7_12__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	વળી-1	
grammar-connect-logic-result_7_14__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	માટે-1	
grammar-connect-logic-result_7_15__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	સ્મરણ હોવાથી-1	
grammar-connect-logic-result_7_1__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	તેથી-1	
grammar-connect-logic-result_7_1__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	મળેલી છે-1	
grammar-connect-logic-result_7_7__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	ખબર-1 અમને આપી-1	
grammar-connect-logic-result_8_13__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	{એમ નહિ} પણ-1	
grammar-connect-logic-result_8_24__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	એ માટે-1	
grammar-connect-logic-result_8_3__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_8_9__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_9_2__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_9_5__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	તેથી-1	
grammar-connect-logic-result_9_7__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-logic-result_9_8__1	Connect — Reason-and-Result Relationship	unable to migrate selection, no match found for check in new resources	પુષ્કળ સમૃદ્ધિ હોવાને લીધે-1	
grammar-connect-time-simultaneous_2_3__1	Connect — Simultaneous Time Relationship	unable to migrate selection, no match found for check in new resources	આવું ત્યારે-1	
grammar-connect-time-simultaneous_4_11__1	Connect — Simultaneous Time Relationship	unable to migrate selection, no match found for check in new resources	અમે જીવનારાઓ ઈસુની ખાતર નિત્ય મરણને સોપાઈએ છીએ-1	
grammar-connect-words-phrases_10_10__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_10_12__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમકે-1	
grammar-connect-words-phrases_10_14__2	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-2	
grammar-connect-words-phrases_10_18__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_10_1__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	હવે હું, પાઉલ, પોતે-1	
grammar-connect-words-phrases_10_2__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	હવે-1	
grammar-connect-words-phrases_10_3__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે {જો કે-1	
grammar-connect-words-phrases_10_4__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_10_8__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_11_13__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_11_19__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_11_20__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_11_5__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_11_6__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-words-phrases_12_11__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_12_12__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	ખરેખર-1	
grammar-connect-words-phrases_12_13__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_12_14__2	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-2	
grammar-connect-words-phrases_12_15__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	હવે-1	
grammar-connect-words-phrases_12_20__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_12_3__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	અને-1	
grammar-connect-words-phrases_12_6__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_1_13__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_1_18__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	તેથી-1	
grammar-connect-words-phrases_1_19__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_1_24__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_2_10__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	હવે-1	
grammar-connect-words-phrases_2_10__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે જો-1	
grammar-connect-words-phrases_2_11__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કે જેથી-1	
grammar-connect-words-phrases_2_12__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	હવે-1	
grammar-connect-words-phrases_2_14__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-words-phrases_2_15__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_2_1__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-words-phrases_2_4__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_2_9__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	ખરેખર-1	
grammar-connect-words-phrases_3_10__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	માટે ખરેખર-1	
grammar-connect-words-phrases_3_11__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_3_14__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_3_17__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	હવે-1	
grammar-connect-words-phrases_3_18__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	હવે-1	
grammar-connect-words-phrases_3_4__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	હવે-1	
grammar-connect-words-phrases_3_7__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	હવે-1	
grammar-connect-words-phrases_3_9__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_4_11__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
grammar-connect-words-phrases_4_13__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	પણ-1	
grammar-connect-words-phrases_4_15__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	કેમ કે-1	
